UCL_CODE_2021,Uses_Eng_on_M,Uses_Eng_on_F,Uses_Eng_on_P,Uses_othr_lang_Afrikaans_M,Uses_othr_lang_Afrikaans_F,Uses_othr_lang_Afrikaans_P,Uses_othr_lang_Arabic_M,Uses_othr_lang_Arabic_F,Uses_othr_lang_Arabic_P,Uses_othr_lang_Aus_Ind_lang_M,Uses_othr_lang_Aus_Ind_lang_F,Uses_othr_lang_Aus_Ind_lang_P,Uses_othr_lan_Chin_lan_Cant_M,Uses_othr_lan_Chin_lan_Cant_F,Uses_othr_lan_Chin_lan_Cant_P,Uses_othr_lan_Chin_lan_Mand_M,Uses_othr_lan_Chin_lan_Mand_F,Uses_othr_lan_Chin_lan_Mand_P,Uses_othr_lan_Chin_lan_othr_M,Uses_othr_lan_Chin_lan_othr_F,Uses_othr_lan_Chin_lan_othr_P,Uses_othr_lan_Chin_lan_Tot_M,Uses_othr_lan_Chin_lan_Tot_F,Uses_othr_lan_Chin_lan_Tot_P,Uses_othr_lang_Croatian_M,Uses_othr_lang_Croatian_F,Uses_othr_lang_Croatian_P,Uses_othr_lang_French_M,Uses_othr_lang_French_F,Uses_othr_lang_French_P,Uses_othr_lang_German_M,Uses_othr_lang_German_F,Uses_othr_lang_German_P,Uses_othr_lang_Greek_M,Uses_othr_lang_Greek_F,Uses_othr_lang_Greek_P,Us_oth_lan_Indo_Ary_lan_Ben_M,Us_oth_lan_Indo_Ary_lan_Ben_F,Us_oth_lan_Indo_Ary_lan_Ben_P,Us_oth_lan_Indo_Ary_lan_Guj_M,Us_oth_lan_Indo_Ary_lan_Guj_F,Us_oth_lan_Indo_Ary_lan_Guj_P,Us_oth_lan_Indo_Ary_lan_Hin_M,Us_oth_lan_Indo_Ary_lan_Hin_F,Us_oth_lan_Indo_Ary_lan_Hin_P,Us_oth_lan_Indo_Ary_lan_Nep_M,Us_oth_lan_Indo_Ary_lan_Nep_F,Us_oth_lan_Indo_Ary_lan_Nep_P,Us_oth_lan_Ind_Ary_lan_Punj_M,Us_oth_lan_Ind_Ary_lan_Punj_F,Us_oth_lan_Ind_Ary_lan_Punj_P,Us_oth_lan_Ind_Ary_lan_Sinh_M,Us_oth_lan_Ind_Ary_lan_Sinh_F,Us_oth_lan_Ind_Ary_lan_Sinh_P,Us_oth_lan_Indo_Ary_lan_Urd_M,Us_oth_lan_Indo_Ary_lan_Urd_F,Us_oth_lan_Indo_Ary_lan_Urd_P,Us_oth_lan_Indo_Ary_lan_oth_M,Us_oth_lan_Indo_Ary_lan_oth_F,Us_oth_lan_Indo_Ary_lan_oth_P,Us_oth_lan_Indo_Ary_lan_Tot_M,Us_oth_lan_Indo_Ary_lan_Tot_F,Us_oth_lan_Indo_Ary_lan_Tot_P,Uses_othr_lang_Italian_M,Uses_othr_lang_Italian_F,Uses_othr_lang_Italian_P,Uses_othr_lang_Japanese_M,Uses_othr_lang_Japanese_F,Uses_othr_lang_Japanese_P,Uses_othr_lang_Khmer_M,Uses_othr_lang_Khmer_F,Uses_othr_lang_Khmer_P,Uses_othr_lang_Korean_M,Uses_othr_lang_Korean_F,Uses_othr_lang_Korean_P,Uses_othr_lang_Macedonian_M,Uses_othr_lang_Macedonian_F,Uses_othr_lang_Macedonian_P,Uses_othr_lang_Malayalam_M,Uses_othr_lang_Malayalam_F,Uses_othr_lang_Malayalam_P,Us_oth_lan_Persian_ex_Dari_M,Us_oth_lan_Persian_ex_Dari_F,Us_oth_lan_Persian_ex_Dari_P,Uses_othr_lang_Polish_M,Uses_othr_lang_Polish_F,Uses_othr_lang_Polish_P,Uses_othr_lang_Portugese_M,Uses_othr_lang_Portugese_F,Uses_othr_lang_Portugese_P,Uses_othr_lang_Russian_M,Uses_othr_lang_Russian_F,Uses_othr_lang_Russian_P,Uses_othr_lang_Samoan_M,Uses_othr_lang_Samoan_F,Uses_othr_lang_Samoan_P,Uses_othr_lang_Serbian_M,Uses_othr_lang_Serbian_F,Uses_othr_lang_Serbian_P,Us_oth_la_SE_As_Au_la_Fili_M,Us_oth_la_SE_As_Au_la_Fili_F,Us_oth_la_SE_As_Au_la_Fili_P,Us_oth_la_SE_As_Au_la_Indo_M,Us_oth_la_SE_As_Au_la_Indo_F,Us_oth_la_SE_As_Au_la_Indo_P,Us_oth_la_SE_As_Au_la_Tag_M,Us_oth_la_SE_As_Au_la_Tag_F,Us_oth_la_SE_As_Au_la_Tag_P,Us_oth_la_SE_As_Au_la_oth_M,Us_oth_la_SE_As_Au_la_oth_F,Us_oth_la_SE_As_Au_la_oth_P,Us_oth_la_SE_As_Au_la_Tot_M,Us_oth_la_SE_As_Au_la_Tot_F,Us_oth_la_SE_As_Au_la_Tot_P,Uses_othr_lang_Spanish_M,Uses_othr_lang_Spanish_F,Uses_othr_lang_Spanish_P,Uses_othr_lang_Tamil_M,Uses_othr_lang_Tamil_F,Uses_othr_lang_Tamil_P,Uses_othr_lang_Thai_M,Uses_othr_lang_Thai_F,Uses_othr_lang_Thai_P,Uses_othr_lang_Turkish_M,Uses_othr_lang_Turkish_F,Uses_othr_lang_Turkish_P,Uses_othr_lang_Vietnamese_M,Uses_othr_lang_Vietnamese_F,Uses_othr_lang_Vietnamese_P,Uses_othr_lang_Other_M,Uses_othr_lang_Other_F,Uses_othr_lang_Other_P,Uses_othr_lang_Tot_M,Uses_othr_lang_Tot_F,Uses_othr_lang_Tot_P,Lang_used_home_ns_M,Lang_used_home_ns_F,Lang_used_home_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
UCL315048,733,727,1462,0,0,0,0,0,3,5,0,3,0,0,0,7,3,10,0,0,0,6,3,6,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,0,4,3,0,8,9,0,6,10,0,0,0,0,0,4,0,0,0,0,0,0,9,14,18,29,43,71,48,47,95,0,0,0,808,824,1631
UCL315049,989,1021,2013,0,0,0,0,0,0,21,11,35,0,6,6,0,3,9,0,0,0,0,7,9,0,0,0,12,5,15,20,28,44,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,3,3,11,0,0,0,0,9,10,0,0,0,0,0,0,25,35,60,80,103,185,157,161,317,3,0,4,1232,1285,2520
UCL315050,1660,1866,3527,0,0,3,5,3,3,0,0,0,6,7,7,0,9,8,0,0,0,5,18,24,0,0,0,0,0,4,3,8,10,3,0,3,0,0,0,3,0,4,4,0,3,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,13,4,14,0,5,5,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,0,9,9,0,0,0,3,12,16,0,0,8,0,0,0,0,5,7,0,0,0,0,5,9,26,17,41,62,80,144,120,141,264,0,0,0,1840,2095,3938
UCL315051,2107,2174,4273,3,10,10,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,6,12,0,0,0,7,3,11,11,6,16,3,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,4,7,11,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,0,3,3,0,6,6,0,0,0,0,0,4,0,0,3,0,4,4,0,0,0,0,3,11,0,4,4,0,13,14,0,4,6,0,0,0,0,3,7,0,0,0,0,0,0,12,10,22,50,88,135,61,76,143,8,0,4,2222,2338,4558
UCL315052,1562,1580,3140,0,0,5,5,0,3,0,0,0,0,0,0,9,10,12,0,0,0,9,13,16,5,6,3,5,4,7,3,4,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,4,0,0,0,3,3,6,3,3,0,4,0,4,4,10,15,0,0,0,0,0,0,0,0,0,5,0,5,4,3,4,0,0,0,0,0,0,4,7,11,0,3,3,0,3,9,0,0,0,0,0,0,0,0,0,0,5,7,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,45,36,81,88,102,186,78,76,149,0,0,0,1724,1756,3480
UCL315053,1255,1360,2614,4,5,8,0,0,0,0,0,0,4,3,4,3,3,8,0,0,0,9,7,14,0,0,0,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,8,3,0,7,0,0,0,0,0,0,6,7,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,12,0,0,4,4,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,28,54,56,62,123,165,176,342,10,5,15,1491,1603,3090
UCL315054,1735,1749,3487,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,11,13,0,0,0,0,0,8,11,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,6,0,0,0,3,7,3,0,6,6,4,10,11,6,7,3,0,3,3,0,0,0,0,0,0,8,3,11,21,24,44,53,78,133,141,125,261,4,3,3,1936,1951,3881
UCL315055,1378,1380,2759,5,0,4,0,0,0,0,3,5,0,0,3,0,4,6,0,0,0,0,4,6,4,4,5,3,3,9,14,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,7,0,4,4,4,0,5,0,0,0,10,7,18,3,4,7,0,0,0,6,6,10,0,0,0,0,0,0,18,18,35,60,73,133,117,118,235,0,5,10,1561,1577,3137
UCL315056,735,797,1528,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,5,9,4,12,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,20,30,36,64,59,69,137,0,0,0,828,905,1733
UCL315057,1181,1471,2646,6,5,9,0,0,0,0,0,4,3,3,8,6,5,8,0,0,0,5,11,14,0,0,0,3,6,12,15,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,7,0,6,0,0,3,6,12,15,0,0,0,0,0,0,0,0,0,5,10,15,0,0,0,0,0,0,10,4,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,6,0,0,0,0,0,0,0,0,0,4,9,18,19,24,41,80,113,192,60,68,128,4,8,8,1323,1653,2975
UCL315058,1536,1692,3232,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,4,0,0,0,0,0,0,4,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,20,15,33,41,59,62,121,0,0,0,1613,1785,3401
UCL315059,639,768,1406,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,3,0,0,0,3,5,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,6,4,15,31,38,65,22,26,45,0,0,0,687,827,1520
UCL315060,1117,1143,2266,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,11,14,19,33,18,10,28,0,0,0,1154,1176,2331
UCL315061,1074,579,1654,9,14,24,0,0,0,0,0,0,0,0,0,5,5,8,0,0,0,5,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,15,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,3,3,9,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,8,14,19,53,41,98,1182,247,1425,7,3,7,2314,865,3184
UCL315062,613,582,1194,6,5,17,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,5,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,4,6,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,31,0,0,0,0,0,0,0,0,0,13,11,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,12,44,38,86,150,101,250,0,0,0,810,723,1533
UCL315063,548,567,1116,0,0,0,0,0,0,0,0,0,0,0,0,19,16,32,0,0,0,19,16,32,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,34,4,0,6,14,11,28,0,0,0,29,31,60,13,10,22,0,0,0,0,0,0,0,0,0,3,0,5,9,20,30,81,80,161,81,54,130,8,0,12,722,702,1420
UCL315064,631,678,1308,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,17,16,36,117,117,236,0,0,0,760,814,1572
UCL315065,455,485,943,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,3,0,0,0,4,0,3,0,0,0,7,8,16,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,4,5,8,16,17,33,41,29,70,0,0,0,511,532,1044
UCL315066,1354,1493,2844,3,0,6,0,0,0,0,0,3,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,5,7,0,0,6,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,17,20,38,40,61,94,94,107,197,0,0,0,1481,1656,3132
UCL315067,1102,1060,2162,0,4,3,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,3,4,4,0,0,0,3,3,7,8,10,16,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,3,5,8,0,0,9,0,0,0,0,0,0,0,0,0,7,4,8,9,16,21,42,55,89,51,65,113,6,4,12,1199,1184,2385
UCL315068,745,764,1512,0,0,0,0,0,0,18,28,42,0,0,0,0,6,6,0,0,0,0,7,10,0,0,0,5,5,5,0,0,7,0,0,0,0,0,0,3,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,7,8,3,3,3,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,15,16,0,0,0,5,12,19,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,26,50,74,57,96,146,99,87,184,0,0,0,899,952,1846
UCL315069,1017,1000,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,4,5,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,4,5,8,15,23,39,167,166,331,0,3,3,1199,1189,2393
UCL315070,927,737,1663,0,0,5,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,5,0,7,3,4,9,0,0,7,0,0,0,0,0,0,0,0,3,3,4,3,28,21,49,423,174,596,0,0,3,1377,928,2307
UCL315071,586,597,1180,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,16,16,20,35,84,68,151,0,0,0,681,684,1367
UCL315072,365,353,724,0,0,0,17,0,12,0,0,0,0,0,0,8,7,17,0,0,0,5,6,13,0,0,0,5,5,9,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,46,56,102,0,0,0,0,0,0,5,6,7,0,0,0,57,60,114,3,0,3,5,3,12,0,0,0,3,8,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,9,0,4,3,7,0,8,16,7,18,3,3,6,0,0,0,0,0,8,0,0,0,0,0,4,26,26,52,144,125,266,125,74,201,57,6,61,693,560,1251
UCL315073,805,917,1722,0,0,0,0,0,0,3,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,9,0,0,0,0,0,0,0,0,0,10,6,16,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,0,0,0,0,3,5,0,0,0,0,9,15,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,23,13,30,48,30,78,102,92,193,0,0,0,951,1044,1993
UCL315074,1465,1558,3022,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12,0,0,0,0,3,6,0,5,4,7,10,17,0,0,0,0,0,0,0,0,5,0,0,0,4,0,7,12,12,27,33,41,74,169,177,343,0,0,0,1669,1773,3441
UCL315075,617,610,1222,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,7,8,6,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,17,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,7,0,0,0,0,4,5,4,15,14,0,0,0,0,0,0,0,0,0,0,4,4,3,10,12,36,64,93,95,80,170,5,6,8,741,759,1503
UCL315076,1851,1935,3789,4,0,6,0,0,0,8,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,50,43,97,0,0,0,0,0,0,0,0,0,11,14,22,0,0,0,16,18,29,5,4,12,28,40,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,25,63,141,119,255,109,108,221,13,9,13,2110,2169,4278
UCL315077,515,563,1076,0,0,0,0,0,0,410,437,846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,410,792,414,444,857,56,76,132,0,9,4,982,1091,2077
UCL315078,1227,1335,2563,5,8,12,0,0,0,0,0,3,0,0,0,5,3,8,0,0,0,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,3,6,8,12,0,4,6,0,0,0,0,0,0,8,13,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,7,18,24,0,0,0,12,5,19,3,5,4,24,31,49,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,8,9,14,62,65,128,81,93,166,13,7,22,1377,1504,2883
UCL315079,758,846,1607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,7,4,9,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,8,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,3,15,33,28,58,34,30,66,0,3,0,820,905,1733
UCL315080,2434,2391,4830,8,3,6,0,0,4,0,0,3,9,9,14,10,9,18,0,0,0,15,24,34,0,3,3,17,24,45,18,16,37,10,10,14,0,0,3,0,0,0,4,8,6,7,8,9,13,5,20,0,0,0,0,0,0,0,0,0,25,19,46,38,28,63,9,10,17,0,0,0,4,9,11,0,0,0,0,0,0,0,6,4,4,3,8,8,9,10,0,3,3,0,0,0,0,4,6,0,9,11,0,7,12,0,7,7,4,5,5,5,30,30,123,151,270,0,0,0,6,18,29,0,0,0,8,3,8,38,54,87,335,420,749,677,639,1315,41,73,109,3480,3520,7002
UCL315081,1578,1631,3208,0,0,0,0,3,3,0,4,4,0,0,0,5,3,5,0,0,0,0,3,8,0,0,0,3,3,5,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,8,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,9,12,0,0,0,5,8,9,0,0,0,11,13,27,0,0,0,0,0,5,0,5,5,0,0,0,0,0,0,21,18,40,55,73,124,78,78,163,7,0,4,1718,1783,3496
UCL315082,649,582,1233,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,3,0,4,3,6,4,4,0,9,26,27,51,53,53,105,3,0,8,737,657,1398
UCL315083,465,490,951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,11,9,14,26,9,9,19,0,0,0,484,515,998
UCL315084,912,924,1833,0,4,4,0,0,0,5,5,3,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,3,5,4,5,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,3,3,0,0,0,0,9,12,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,11,19,28,19,47,70,13,13,23,0,0,0,948,981,1927
