SED_CODE_2021,Separate_house_NB0_i_sa_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Sd_r_or_t_h_t_1_s_NB0_i_sa_b,Sd_r_or_t_h_t_1_st_NofB_1,Sd_r_or_t_h_t_1_st_NofB_2,Sd_r_or_t_h_t_1_st_NofB_3,Sd_r_or_t_h_t_1_st_NofB_4,Sd_r_or_t_h_t_1_st_NofB_5,Sd_r_or_t_h_t_1_st_NofB_6_m,Sd_r_or_t_h_t_1_st_NofB_NS,Sd_r_or_t_h_t_1_st_Total,Sd_r_or_t_h_t_2m_s_NB0_i_sa_b,Sd_r_or_t_h_t_2m_sts_NofB_1,Sd_r_or_t_h_t_2m_sts_NofB_2m,Sd_r_or_t_h_t_2m_sts_NofB_3,Sd_r_or_t_h_t_2m_sts_NofB_4,Sd_r_or_t_h_t_2m_sts_NofB_5,Sd_r_or_t_h_t_2m_st_NofB_6_m,Sd_r_or_t_h_t_2m_sts_NofB_NS,Sd_r_or_t_h_t_2m_sts_Total,Sd_r_or_t_h_t_T_NB0_i_sa_b,Sd_r_or_t_h_t_Total_NofB_1,Sd_r_or_t_h_t_Total_NofB_2,Sd_r_or_t_h_t_Total_NofB_3,Sd_r_or_t_h_t_Total_NofB_4,Sd_r_or_t_h_t_Total_NofB_5,Sd_r_or_t_h_t_Tot_NofB_6_m,Sd_r_or_t_h_t_Tot_NofB_NS,Sd_r_or_t_h_t_Total_Total,Fl_a_1_or2_st_bl_NB0_i_sa_b,Fl_a_1_or2_st_bl_NofB_1,Fl_a_1_or2_st_bl_NofB_2,Fl_a_1_or2_st_bl_NofB_3,Fl_a_1_or2_st_bl_NofB_4,Fl_a_1_or2_st_bl_NofB_5,Fl_a_1_or2_st_bl_NofB_6_m,Fl_a_1_or2_st_bl_NofB_NS,Fl_a_1_or2_st_bl_Total,Fl_a_3_st_bl_NB0_i_sa_b,Fl_a_In_3_st_bl_NofB_1,Fl_a_In_3_st_bl_NofB_2,Fl_a_In_3_st_bl_NofB_3,Fl_a_In_3_st_bl_NofB_4,Fl_a_In_3_st_bl_NofB_5,Fl_a_In_3_s_bl_NofB_6_m,Fl_a_In_3_st_bl_NofB_NS,Fl_a_In_3_st_bl_Total,Fl_a_4_to_8_s_b_NB0_i_sa_b,Fl_a_4_to_8_s_b_NofB_1,Fl_a_4_to_8_s_b_NofB_2,Fl_a_4_to_8_s_b_NofB_3,Fl_a_4_to_8_s_b_NofB_4,Fl_a_4_to_8_s_b_NofB_5,Fl_a_4_to_8_s_b_NofB_6_m,Fl_a_4_to_8_s_b_NofB_NS,Fl_a_4_to_8_s_b_Total,Fl_a_9_or_m_s_b_NB0_i_sa_b,Fl_a_9_or_m_s_b_NofB_1,Fl_a_9_or_m_s_b_NofB_2,Fl_a_9_or_m_s_b_NofB_3,Fl_a_9_or_m_s_b_NofB_4,Fl_a_9_or_m_s_b_NofB_5,Fl_a_9_or_m_s_b_NofB_6_m,Fl_a_9_or_m_s_b_NofB_NS,Fl_a_9_or_m_s_b_Total,Fl_a_At_to_a_h_NB0_i_sa_b,Fl_a_At_to_a_hse_NofB_1,Fl_a_At_to_a_hse_NofB_2,Fl_a_At_to_a_hse_NofB_3,Fl_a_At_to_a_hse_NofB_4,Fl_a_At_to_a_hse_NofB_5,Fl_a_At_to_a_hse_NofB_6_m,Fl_a_At_to_a_hse_NofB_NS,Fl_a_At_to_a_hse_Total,Fl_a_Total_NB0_i_sa_b,Fl_a_Total_NofB_1,Fl_a_Total_NofB_2,Fl_a_Total_NofB_3,Fl_a_Total_NofB_4,Fl_a_Total_NofB_5,Fl_a_Tot_NofB_6_or_m,Fl_a_Total_NofB_NS,Fl_a_Total_Total,Other_dwelling_NB0_i_sa_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dw_struct_NS_NB0_i_sa_b,Dw_struct_NS_NofB_1,Dw_struct_NS_NofB_2,Dw_struct_NS_NofB_3,Dw_struct_NS_NofB_4,Dw_struct_NS_NofB_5,Dw_struct_NS_NofB_6_or_m,Dw_struct_NS_NofB_NS,Dw_struct_NS_Total,Total_NB0_i_sa_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
SED30078,17,82,379,4176,3502,1017,265,455,9883,21,247,1069,781,78,9,6,201,2390,0,163,683,1693,363,47,5,207,3172,23,403,1746,2475,436,50,9,407,5565,27,170,462,310,30,4,0,94,1102,7,321,709,113,4,4,0,116,1277,39,486,1125,183,8,0,4,149,1998,23,727,1939,465,27,0,0,283,3466,0,0,0,9,0,3,5,6,27,102,1709,4244,1079,69,13,11,648,7868,0,0,7,3,0,0,0,30,49,4,23,44,30,8,0,0,14,124,142,2230,6418,7764,4015,1082,279,1556,23485
SED30079,18,61,251,6369,6932,1688,392,413,16126,0,7,255,154,15,4,0,20,457,4,15,639,499,120,15,4,78,1363,4,21,895,649,135,22,7,93,1821,9,27,204,139,5,0,3,44,430,0,28,22,3,0,0,0,3,53,0,0,12,0,0,0,0,0,16,0,36,21,12,3,0,0,7,74,0,4,7,7,8,0,0,7,38,8,101,268,154,17,4,4,59,613,12,41,21,0,0,0,0,34,104,0,6,3,7,3,0,0,0,20,41,225,1433,7190,7085,1707,402,599,18676
SED30080,18,79,1297,6536,3910,1583,267,381,14085,4,26,170,56,6,0,0,20,288,12,275,741,1132,37,4,0,114,2323,15,302,917,1193,41,4,0,129,2602,27,490,1021,184,9,0,0,132,1870,22,317,1746,201,7,0,0,141,2437,10,139,881,187,0,0,0,78,1293,15,260,705,147,4,0,0,51,1178,0,3,3,3,0,0,0,3,14,79,1205,4356,712,22,0,3,405,6789,0,0,3,0,0,0,0,0,5,6,8,6,4,7,0,0,5,30,118,1595,6585,8440,3976,1593,276,927,23508
SED30081,8,68,207,3869,7810,2572,554,536,15625,0,34,112,150,27,3,0,17,347,4,7,330,2360,266,6,0,178,3146,5,38,438,2509,293,11,0,196,3488,0,16,12,9,0,0,0,4,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,3,0,0,14,33,0,18,23,14,3,0,0,18,74,7,55,7,5,0,0,0,38,114,0,3,7,9,0,0,0,10,19,25,178,677,6395,8103,2583,560,794,19318
SED30082,4,20,124,1893,3225,1237,246,318,7063,0,6,97,67,18,3,4,21,218,4,15,336,842,203,22,7,113,1549,4,23,441,910,220,19,6,140,1768,13,375,902,167,20,6,4,198,1685,13,574,2203,267,29,0,0,298,3385,31,523,960,221,16,4,4,240,1994,163,2270,4384,1348,93,11,4,1455,9725,0,0,0,0,0,0,0,0,4,225,3739,8453,2005,155,20,7,2193,16795,15,44,34,10,0,0,12,67,186,12,63,82,26,3,0,0,39,231,267,3886,9123,4846,3602,1284,281,2754,26040
SED30083,21,50,310,3415,8691,1540,398,496,14929,18,36,955,1105,48,6,5,129,2296,3,22,113,1879,227,16,0,147,2392,22,59,1062,2982,275,15,5,278,4688,0,6,29,16,0,0,0,6,53,0,0,145,42,0,0,0,15,205,0,4,44,4,0,0,0,8,61,0,0,5,0,0,0,0,0,3,0,4,11,0,0,5,0,5,29,0,16,230,69,0,5,0,28,348,15,48,15,3,0,0,0,27,109,3,0,0,9,4,0,0,0,20,52,171,1619,6478,8980,1560,403,831,20098
SED30084,12,82,446,8395,6666,837,187,941,17556,0,76,595,206,72,0,0,101,1052,3,70,192,113,7,0,3,45,428,6,145,784,323,78,0,0,147,1483,0,25,60,42,3,0,0,20,156,0,4,24,3,0,0,0,9,44,0,0,14,0,0,0,0,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,33,99,49,3,0,0,38,226,20,41,17,7,0,0,0,10,93,5,16,12,13,8,0,0,6,56,46,314,1363,8781,6748,838,195,1138,19422
SED30085,50,281,836,5558,5204,2098,723,531,15271,14,80,274,290,17,0,4,34,711,5,103,410,1677,225,33,7,150,2608,19,179,686,1965,245,31,8,180,3320,3,205,452,145,17,0,0,74,898,16,66,327,46,11,0,0,40,508,0,23,147,47,0,0,0,16,238,0,12,65,18,0,0,0,11,102,3,6,12,9,6,5,0,8,39,25,312,1002,264,34,5,0,137,1784,40,152,103,20,5,0,0,53,376,8,23,15,12,5,0,3,7,67,139,951,2638,7821,5485,2138,736,914,20823
SED30086,22,121,1740,7763,5662,1165,216,625,17304,17,289,1334,626,39,9,6,171,2494,0,104,404,222,37,0,0,71,837,16,397,1737,846,73,13,4,245,3333,10,124,828,202,19,0,0,76,1259,12,9,41,0,0,0,0,5,66,0,0,27,8,0,0,0,0,37,0,0,14,13,12,0,0,58,102,0,0,3,0,0,0,0,0,4,18,140,914,224,30,0,0,141,1466,9,37,8,8,8,0,0,81,153,3,5,8,7,6,5,0,10,46,67,700,4406,8852,5778,1181,219,1094,22295
SED30087,14,112,895,7908,6496,964,160,541,17097,9,348,1994,1236,54,3,0,234,3887,4,95,444,340,19,6,3,61,971,16,435,2439,1576,67,6,7,299,4855,0,63,584,247,16,0,0,39,951,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,66,596,248,16,0,0,42,968,24,51,12,3,4,0,0,62,156,4,5,3,11,4,0,0,8,33,62,668,3945,9750,6595,978,166,949,23112
SED30088,29,186,1726,5553,3809,769,204,620,12885,43,292,1574,193,28,4,3,240,2373,11,280,1400,366,41,3,14,263,2386,55,572,2970,561,71,8,16,505,4753,10,250,790,189,6,6,9,161,1413,0,75,620,185,7,3,0,75,960,16,74,530,391,11,0,0,85,1112,3,95,274,229,4,0,0,120,736,0,0,0,0,3,0,0,0,7,28,494,2223,996,26,7,9,445,4225,114,168,66,37,19,0,3,69,478,30,63,26,17,5,3,11,32,179,255,1485,7012,7158,3930,787,229,1666,22515
SED30089,112,423,1498,5868,2730,525,225,1349,12728,20,289,698,314,103,15,5,194,1653,0,29,119,62,7,4,6,26,246,20,314,817,379,117,22,8,216,1897,4,125,271,50,12,0,5,83,547,0,0,19,0,0,0,0,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,5,124,291,53,16,0,5,90,586,820,1276,149,172,119,17,17,876,3435,109,208,53,81,55,33,33,77,645,1060,2346,2797,6562,3028,589,281,2621,19288
SED30090,140,468,1737,6488,4399,944,311,1289,15781,5,110,444,135,39,13,10,109,867,0,6,53,27,4,0,3,3,95,5,116,496,161,46,11,12,115,967,0,41,88,14,4,0,0,15,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,88,14,6,0,0,15,160,233,378,63,74,51,8,23,124,947,49,86,33,29,26,12,13,35,278,431,1091,2416,6773,4524,970,356,1578,18130
SED30091,27,125,1190,7317,6010,1049,243,1227,17177,4,164,808,448,35,4,0,218,1681,4,31,756,1136,62,0,0,252,2246,13,190,1562,1585,91,3,0,469,3921,0,141,190,183,12,0,0,113,638,0,18,3,20,12,0,0,56,103,0,0,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,6,8,0,0,0,8,31,6,164,205,209,22,0,4,178,793,0,6,0,0,0,0,0,71,74,3,17,10,4,6,0,0,5,45,48,492,2965,9120,6132,1053,251,1951,22015
SED30092,92,376,1207,5851,6591,930,183,1095,16320,7,76,142,260,29,3,3,72,601,11,49,259,235,22,0,3,79,659,22,127,401,502,62,3,3,155,1263,11,102,552,221,19,6,0,101,1013,9,28,158,77,5,0,0,44,320,0,7,56,3,0,0,0,7,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,13,137,769,305,24,4,0,153,1416,306,438,108,115,53,7,12,175,1209,105,148,65,62,32,3,3,54,467,541,1229,2550,6827,6757,954,195,1631,20677
SED30093,22,70,569,8863,6479,997,246,1501,18747,7,121,465,375,51,5,0,171,1193,15,201,941,1114,91,0,0,400,2767,14,323,1404,1493,142,6,0,572,3960,0,32,318,118,4,0,0,96,570,0,20,43,8,0,0,0,20,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,0,0,8,25,0,58,366,125,5,6,0,126,681,0,0,0,0,0,0,0,20,17,4,3,3,8,5,0,0,11,35,39,446,2349,10495,6635,1006,247,2232,23446
SED39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,3,5
SED40001,13,136,914,2647,1608,375,112,124,5932,15,478,1034,519,64,10,8,83,2208,11,190,1448,1362,168,23,3,148,3356,26,665,2485,1878,228,27,12,227,5559,17,348,871,115,3,3,0,108,1472,31,207,732,114,12,0,0,77,1168,62,528,1377,268,26,0,0,157,2418,71,1016,1570,308,9,0,0,245,3219,0,4,6,0,0,0,0,0,15,181,2106,4557,802,49,9,3,583,8284,6,19,32,21,9,4,0,90,178,13,38,42,17,7,3,7,40,170,242,2959,8035,5365,1905,428,128,1068,20127
SED40002,8,113,1486,5943,1858,266,70,232,9969,5,287,1356,1086,76,7,4,113,2929,4,50,187,428,66,3,0,18,755,6,334,1538,1510,147,12,4,129,3679,16,502,2061,268,4,4,0,120,2983,0,32,292,7,0,0,0,21,350,3,21,221,30,0,0,0,7,283,0,0,9,0,0,0,0,0,11,0,3,3,0,0,0,0,3,9,22,564,2579,310,4,4,4,151,3643,0,0,7,0,0,0,0,3,8,0,9,13,6,0,0,0,5,37,44,1018,5624,7773,2016,282,73,515,17333
SED40003,3,47,526,6633,4085,663,97,203,12263,0,55,412,225,17,0,3,30,744,0,0,51,150,37,0,0,10,257,4,60,461,376,56,0,3,43,997,0,18,122,7,4,0,0,4,163,0,6,29,12,0,0,0,0,57,0,0,10,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,16,0,26,165,34,4,0,0,14,240,12,5,11,8,3,0,0,8,42,0,0,5,8,3,0,0,5,13,20,130,1158,7050,4154,671,101,272,13562
SED40004,6,54,802,4068,3638,980,159,118,9820,5,209,1173,717,71,3,0,46,2222,4,154,292,603,110,18,0,24,1202,4,357,1464,1321,186,22,0,66,3425,14,211,564,62,9,5,0,32,895,3,26,151,23,0,0,0,24,226,0,41,68,13,0,0,0,6,130,0,24,90,27,0,0,0,0,143,0,0,0,0,0,0,0,4,10,13,306,877,125,8,3,0,65,1399,0,0,0,0,0,0,0,5,6,0,8,11,12,3,0,0,0,36,27,720,3156,5523,3840,1002,164,254,14689
SED40005,57,301,1769,7161,3136,452,98,938,13908,6,123,726,361,38,11,0,110,1374,0,7,8,4,5,3,3,0,27,6,123,740,362,48,15,3,111,1405,6,80,126,3,0,0,0,25,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,6,81,126,4,0,0,0,27,242,67,161,75,58,13,6,3,122,499,8,32,10,22,15,4,3,24,125,140,696,2713,7614,3215,471,107,1225,16182
SED40006,11,108,1564,6303,2016,297,52,318,10670,0,184,1391,829,98,10,0,141,2658,0,62,383,701,83,21,4,43,1292,5,246,1776,1524,187,32,6,187,3953,4,92,583,44,3,4,0,41,769,0,7,131,5,0,0,0,14,162,0,41,315,33,3,0,0,24,411,0,0,0,0,0,0,0,0,0,0,9,13,4,0,0,0,3,28,3,145,1035,85,11,4,0,88,1372,0,5,5,15,0,0,4,4,34,3,8,6,25,0,6,0,3,54,20,514,4396,7950,2210,334,60,601,16077
SED40007,5,56,653,5642,3291,506,85,200,10435,4,78,466,623,70,3,0,42,1290,0,22,115,547,266,17,0,25,989,4,99,579,1170,333,23,0,67,2277,15,356,1291,169,16,0,0,91,1938,0,23,213,29,0,0,0,21,290,0,0,44,4,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,15,385,1552,201,16,0,0,118,2294,12,21,15,3,0,0,0,16,68,0,3,10,16,3,0,5,10,36,36,563,2805,7031,3651,526,88,412,15115
SED40008,16,99,1538,5890,1828,293,78,356,10100,6,321,1465,1394,194,24,10,278,3696,0,25,403,709,40,9,4,74,1259,8,346,1869,2105,232,30,11,351,4956,3,143,778,86,4,0,0,84,1099,0,3,63,22,0,0,0,8,89,0,93,320,25,0,0,0,34,472,0,19,82,11,0,0,0,4,115,5,9,19,14,3,0,0,9,60,5,264,1265,154,11,0,5,138,1835,5,3,18,23,9,4,0,3,59,0,4,9,17,0,0,0,8,43,33,717,4685,8190,2084,331,99,849,16985
SED40009,6,39,417,6873,4172,741,128,214,12597,0,37,371,108,8,0,0,25,553,0,13,127,74,12,3,4,10,241,0,46,499,183,22,5,4,34,794,0,3,74,9,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,7,0,3,74,9,0,0,0,5,96,14,37,12,0,0,0,0,34,103,0,9,6,5,0,0,0,12,38,24,135,1005,7074,4194,752,131,311,13629
SED40010,0,96,1164,4359,2287,443,81,170,8605,10,298,1731,837,65,13,0,103,3050,0,52,788,924,104,3,3,81,1953,5,349,2514,1756,170,17,4,178,5003,10,505,1711,204,4,0,3,131,2576,0,34,196,0,0,0,0,26,253,0,20,168,24,0,0,0,11,227,0,31,45,10,0,0,0,5,92,0,0,0,0,4,0,0,3,10,14,588,2119,245,7,0,3,179,3157,5,20,23,16,6,0,0,14,82,0,5,15,11,10,0,0,5,48,26,1059,5837,6387,2479,465,87,543,16898
SED40011,3,82,1258,5940,2570,458,101,251,10658,9,223,1218,1042,165,10,4,157,2826,0,23,207,361,34,4,0,21,645,10,250,1419,1399,195,15,4,184,3478,9,190,1265,189,5,0,0,64,1721,0,21,70,6,0,0,0,3,101,0,12,29,3,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,226,1365,198,4,0,0,61,1871,0,0,4,8,8,0,0,0,21,3,13,15,9,3,0,5,4,50,24,565,4064,7556,2777,474,105,500,16068
SED40012,11,52,514,7629,2957,465,84,562,12276,14,184,638,1419,101,14,12,296,2669,0,16,94,57,6,0,0,17,198,14,198,736,1474,108,14,12,312,2869,3,16,23,6,0,0,0,9,54,0,7,39,0,0,0,0,16,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,27,59,6,0,0,0,19,115,0,0,0,0,0,0,0,7,7,0,4,0,11,4,0,0,4,27,31,279,1309,9119,3065,484,94,906,15288
SED40013,15,102,1388,7146,2581,417,59,343,12047,7,143,1077,701,92,7,6,122,2156,0,14,265,819,112,9,4,44,1269,7,154,1343,1523,206,20,5,162,3422,0,145,488,36,7,0,0,26,699,0,16,54,19,0,0,0,6,96,3,23,125,10,0,0,0,8,165,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,15,0,182,664,67,7,0,0,48,975,0,0,0,8,0,0,0,0,10,0,8,3,21,9,0,0,25,64,28,444,3399,8764,2807,437,57,574,16516
SED40014,36,206,2147,7188,3394,449,86,488,13997,4,85,555,210,11,0,0,61,925,0,7,40,97,23,4,0,9,181,4,92,597,309,31,4,0,73,1113,4,70,112,20,0,0,0,10,215,0,0,8,16,0,0,0,4,31,0,0,7,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,69,129,45,3,0,0,20,268,20,85,34,15,5,0,0,15,174,7,9,21,21,3,0,0,6,79,77,467,2927,7570,3434,460,90,605,15628
SED40015,76,352,1649,6781,2955,397,80,768,13055,3,97,278,374,33,5,3,102,892,0,3,7,81,21,0,0,5,118,3,100,287,449,57,6,3,108,1009,5,73,294,53,0,3,0,46,471,0,0,10,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,3,0,0,4,15,5,80,298,58,0,3,0,47,495,113,210,71,48,25,8,3,204,684,36,73,21,28,9,5,3,30,201,225,815,2326,7361,3050,414,89,1159,15445
SED40016,16,88,564,8583,2290,367,66,383,12351,0,103,602,314,27,0,0,63,1114,0,4,160,469,27,0,0,24,689,0,110,761,783,56,0,0,88,1801,9,72,151,59,0,0,0,23,306,0,11,226,57,0,0,0,9,306,0,9,181,29,0,0,0,6,222,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,12,9,85,556,142,5,3,0,48,847,0,0,0,6,3,0,0,0,3,6,7,14,15,0,0,0,0,44,25,299,1902,9529,2352,364,66,519,15053
SED40017,59,211,1672,6732,4261,704,177,739,14556,0,141,178,105,22,0,0,30,483,0,0,0,0,0,0,0,0,6,0,141,184,114,20,0,5,28,490,0,11,5,0,0,0,0,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,7,0,11,3,0,0,3,0,9,33,22,45,12,16,6,0,0,62,164,8,20,5,9,8,0,0,4,61,82,432,1876,6874,4295,714,180,848,15304
SED40018,4,88,1116,6044,2264,388,72,229,10200,3,284,1764,1744,95,9,0,175,4093,0,87,286,726,98,18,3,49,1272,3,380,2056,2465,196,28,3,230,5359,0,155,302,46,3,0,0,25,529,0,25,54,28,0,0,0,5,120,0,3,15,7,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,187,374,86,8,0,0,30,679,0,5,10,12,0,0,0,0,31,4,3,11,12,3,0,0,7,34,12,656,3557,8620,2472,419,78,491,16306
SED40019,46,268,1154,5527,2348,342,65,684,10447,11,116,760,2571,183,35,29,453,4164,0,0,10,16,4,0,0,5,39,14,117,773,2585,184,36,29,456,4200,9,103,265,158,11,0,4,90,645,0,16,34,0,0,0,0,4,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,8,28,7,122,303,167,15,0,4,105,726,111,184,63,38,15,5,3,178,607,34,93,42,34,21,10,3,31,267,214,783,2343,8357,2590,394,110,1454,16246
SED40020,35,246,1509,7123,3660,454,113,698,13829,3,164,406,367,26,3,0,113,1093,0,10,6,0,0,0,0,0,18,8,176,415,367,26,6,0,115,1111,0,4,34,4,0,0,0,7,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,36,8,0,0,0,7,51,28,69,48,37,5,8,0,49,241,6,9,20,17,13,0,0,4,75,73,504,2025,7549,3706,467,116,876,15312
SED40021,7,65,985,7088,2665,361,87,281,11530,5,87,709,842,119,9,0,83,1843,0,8,102,424,57,11,0,20,621,5,87,812,1267,175,15,0,98,2462,15,278,1417,338,10,3,6,108,2177,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,276,1421,351,10,3,6,110,2192,0,0,0,4,0,0,0,0,3,0,7,13,11,3,0,0,0,40,26,438,3226,8722,2851,380,90,488,16231
SED40022,34,217,1287,5428,4033,964,205,482,12649,0,34,107,17,4,0,0,6,168,0,0,4,14,0,0,0,0,20,0,34,106,32,0,0,0,6,185,0,17,20,14,3,0,0,10,60,0,0,18,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,19,33,14,4,3,0,12,84,8,26,22,7,0,0,0,5,76,0,3,6,3,0,3,0,0,28,38,297,1461,5483,4042,975,207,510,13016
SED40023,13,47,471,7756,3210,457,76,373,12398,0,129,626,314,13,0,0,85,1165,0,0,5,47,14,0,0,0,64,0,129,626,359,27,7,0,81,1236,0,52,68,21,4,0,0,24,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,54,77,21,6,0,0,25,176,8,32,92,4,0,0,0,25,161,0,0,0,3,0,0,0,0,8,21,262,1263,8145,3241,462,76,512,13981
SED40024,9,72,990,8085,3611,521,73,469,13834,0,143,486,240,15,0,0,97,997,0,5,58,303,19,4,0,17,409,0,151,545,549,36,4,0,121,1404,4,134,354,295,14,0,0,57,861,0,7,42,0,0,0,0,11,54,0,6,41,5,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,15,4,147,439,304,13,0,0,68,974,19,31,14,7,0,0,0,28,102,0,0,4,12,9,0,0,0,30,30,405,1997,8956,3668,529,72,684,16338
SED40025,18,104,1006,6775,4596,647,108,471,13721,8,111,391,178,13,4,0,41,734,0,4,15,67,8,0,0,0,95,8,111,403,239,17,4,0,46,827,0,3,50,26,0,0,0,4,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,49,26,0,0,0,4,88,10,25,4,0,0,0,0,3,40,0,9,6,8,5,0,0,0,27,30,252,1473,7049,4620,648,108,529,14705
SED40026,8,30,601,6270,4498,775,110,279,12585,0,42,522,175,5,0,0,28,772,0,0,63,170,3,5,0,9,251,0,43,586,344,10,5,0,39,1026,0,8,47,3,0,0,0,8,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,47,5,0,0,0,8,73,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,9,89,1234,6620,4516,773,113,325,13682
SED40027,9,50,1019,5601,2085,302,54,224,9338,3,137,1095,1143,72,4,3,155,2606,0,24,615,571,175,19,4,55,1467,3,162,1707,1716,245,19,8,210,4074,0,65,489,69,6,0,0,55,678,0,0,28,13,0,0,0,4,47,0,14,43,15,0,0,0,0,71,0,0,56,48,0,0,0,0,108,0,4,4,8,0,0,0,0,20,0,82,616,157,10,0,0,60,927,3,12,3,4,5,0,0,86,118,0,0,9,11,5,0,0,3,26,21,306,3360,7490,2350,326,64,584,14491
SED40028,5,79,797,6216,3969,544,100,384,12092,15,163,870,593,33,7,0,138,1817,0,10,69,140,11,0,0,10,233,15,170,935,732,38,7,0,149,2054,10,58,61,0,0,0,0,18,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,58,61,0,0,0,0,23,144,22,37,11,0,0,0,0,14,76,7,18,5,16,10,0,0,3,65,64,358,1799,6967,4023,541,103,568,14425
SED40029,52,280,1587,8141,3604,553,104,1063,15372,3,77,251,189,19,4,3,68,617,0,0,0,8,4,0,0,0,16,3,77,256,199,21,5,3,70,629,0,39,97,12,3,0,0,25,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,39,97,16,3,0,0,25,180,25,61,20,15,4,4,3,48,186,8,16,15,23,9,0,0,39,112,83,468,1965,8397,3647,558,107,1245,16471
